3.268,0,5.229,0,0,0,0,8.497,0,0,9.804,0,0,13.725,8.497,0,0,12.418,23.529,0,0,12.418,0,4.575,4.575,11.111,14.379,0,0,28.105,5.882,11.765,0,11.765,15.033,13.725,15.033,0,0,0
10.458,11.111,0,0,0,3.268,0,9.15,0,0,9.15,3.268,0,17.647,3.268,6.536,0,5.882,15.686,3.268,9.15,8.497,0,3.922,9.804,14.379,11.765,5.882,0,20.915,0,3.268,0,3.268,16.993,11.111,10.458,0,7.19,18.954
7.609,3.804,2.717,0,0,3.261,0,2.717,0,0,9.239,0,0,7.609,0,5.978,0,7.065,9.783,0,0,5.978,2.717,3.261,10.87,2.717,13.043,4.348,2.717,15.761,3.261,6.522,0,6.522,7.609,10.87,9.239,3.261,9.783,15.217
4.49,0,0,0,4.898,0,2.857,8.163,0,4.49,0,0,2.857,7.347,7.755,0,5.714,10.612,5.306,2.041,0,5.714,8.571,0,6.122,11.429,11.837,9.388,5.714,7.347,0,2.041,7.347,2.041,0,10.612,4.898,11.429,2.449,4.082
0,3.014,2.74,0,1.918,2.74,6.027,0,1.37,1.918,4.11,0,1.37,8.767,0,1.366,1.918,8.219,10.137,1.366,3.836,3.014,1.644,2.459,4.932,1.918,3.288,4.918,3.288,16.438,0,7.104,4.11,4.932,15.616,19.399,4.932,15.89,12.603,5.464
1.818,0,3.273,7.636,6.182,0,7.273,10.545,0,9.091,2.182,3.273,4.727,9.091,5.818,0,5.818,12.364,2.545,0,4,10.909,6.909,2.182,10.909,18.545,12.727,8.364,5.455,4.727,1.818,6.909,4.727,1.818,3.636,2.909,6.545,9.818,6.545,8
8.364,1.818,4.727,4.727,2.909,0,2.182,9.455,0,8,2.182,2.182,0,4.364,2.545,2.909,4.727,10.182,6.545,0,4,7.273,5.818,2.909,10.545,10.182,4.727,6.909,10.909,4.727,1.818,0,2.545,1.818,0,9.455,2.182,7.273,0,6.909
1.918,3.014,0,4.098,6.027,2.466,2.466,11.749,3.836,11.781,8.767,0,6.849,17.808,0,9.29,7.123,9.589,4.384,0,2.466,5.479,1.37,4.372,9.315,3.014,5.205,0,0,33.699,3.014,6.557,8.219,13.699,7.945,15.847,4.658,33.973,29.589,21.858
0,0,2.466,2.186,3.836,0,14.795,27.596,2.192,9.863,2.192,0,0,4.11,4.384,3.279,4.384,62.74,0,0,4.11,5.479,1.644,5.464,1.37,5.753,3.014,3.279,5.479,45.205,0,18.306,8.493,0,21.644,15.847,10.411,8.493,29.315,16.12
0,0,0,5.738,0,0,28.767,0,0,0,7.671,0,0,0,1.37,0,13.425,40.548,0,0,0,0,11.233,6.284,10.411,3.562,2.74,0,4.384,28.493,0,0,0,0,6.301,33.333,14.247,20.274,64.384,3.552
3.014,1.644,29.041,0,1.37,0,21.644,27.322,0,12.329,7.397,18.579,19.452,5.205,3.014,4.372,13.973,13.151,3.836,0,2.466,1.37,13.425,10.929,17.534,3.288,1.37,4.645,6.849,19.178,9.863,2.732,4.384,14.247,13.425,19.945,10.411,3.836,30.685,3.005
3.836,5.753,53.973,0,0,0,24.932,27.869,0,20.548,2.74,26.776,9.315,6.575,4.658,13.934,11.233,7.123,2.192,0,4.384,1.918,9.863,5.464,14.795,11.781,0,10.656,9.863,7.671,12.877,6.831,8.493,7.945,12.877,17.76,12.877,7.945,13.151,4.372
10.87,0,15.217,0,0,0,6.522,0,7.609,0,0,0,0,13.043,0,5.435,0,7.609,6.522,0,13.043,15.217,14.13,0,0,0,5.435,0,14.13,0,5.435,0,7.609,0,14.13,0,0,0,5.435,0
11.957,0,18.478,10.87,0,0,5.435,0,9.783,0,7.609,0,0,6.522,0,5.435,0,8.696,6.522,0,11.957,8.696,19.565,0,6.522,0,13.043,6.522,19.565,0,11.957,5.435,19.565,0,15.217,0,0,0,0,0
0,0,5.229,0,0,0,3.922,13.072,0,0,0,0,0,0,18.954,0,0,0,28.105,0,8.497,8.497,6.536,0,13.072,15.033,10.458,0,6.536,11.111,0,5.882,11.111,0,24.837,7.843,21.569,20.261,6.536,27.451
0,0,5.229,3.268,0,0,5.229,13.725,0,0,0,0,5.882,3.268,16.993,0,0,8.497,16.34,0,4.575,11.111,9.804,0,23.529,7.843,12.418,0,6.536,7.843,0,3.922,10.458,0,22.222,9.15,21.569,27.451,0,22.876
0,0,26.797,3.922,0,0,16.34,16.993,0,11.765,0,0,3.922,13.072,25.49,4.575,4.575,4.575,6.536,0,11.111,14.379,6.536,0,10.458,7.19,11.765,0,0,3.922,16.993,11.765,4.575,0,3.268,3.922,20.261,13.725,7.19,11.765
0,0,28.105,0,0,3.268,5.229,7.19,0,17.647,9.804,0,0,0,15.033,3.268,7.19,21.569,5.229,0,7.843,3.922,0,0,3.268,0,7.843,0,0,7.843,16.993,20.261,16.34,3.922,7.843,11.765,0,4.575,13.725,14.379
0,2.717,5.435,2.717,3.261,4.348,9.239,5.978,0,5.978,0,2.717,0,10.87,0,0,4.348,10.326,0,3.261,8.152,6.522,18.478,0,0,11.957,26.087,2.717,6.522,7.609,6.522,3.261,14.13,6.522,21.739,0,15.761,8.152,4.348,7.065
6.536,8.497,5.229,0,5.882,7.843,8.497,10.458,0,11.111,0,9.804,0,0,3.268,7.19,5.882,14.379,3.268,0,9.804,3.922,20.261,0,0,15.686,3.922,3.268,9.15,0,5.882,5.882,7.19,4.575,7.843,3.268,13.072,5.882,9.804,3.268
10.87,7.609,4.348,3.261,5.978,11.957,13.587,17.935,0,11.413,16.304,20.652,0,3.804,3.804,3.804,5.978,10.326,2.717,0,8.152,3.804,24.457,2.717,0,13.587,4.348,2.717,7.609,3.261,4.348,7.609,8.152,5.435,17.391,3.261,25,7.065,9.239,17.391
0,0,21.495,0,0,0,13.084,3.738,0,8.411,0,6.542,0,2.336,6.542,5.14,13.084,8.879,6.075,7.944,18.224,4.673,0,7.009,6.542,8.879,11.682,0,0,15.888,13.551,8.879,10.748,4.673,11.215,28.972,12.15,10.748,7.477,3.271
0,0,1.644,0,2.192,7.945,18.63,2.459,1.37,6.301,4.11,7.104,0,1.644,1.37,0,0,20.822,0,14.481,10.137,0,1.644,8.47,5.205,1.37,1.37,1.366,0,16.712,15.616,12.842,0,1.37,6.027,43.716,9.589,17.26,5.205,1.366
0,0,6.536,2.288,8.824,9.15,15.033,10.458,2.614,2.288,7.19,0,10.458,3.922,12.092,0,4.248,25.49,3.595,18.301,5.556,0,2.288,1.961,1.634,5.556,5.556,0,3.268,24.51,10.784,25.163,0,1.634,3.268,17.974,3.922,25.49,12.418,4.902
1.37,0,10.685,1.093,4.658,4.11,12.603,1.913,5.205,13.973,0,16.393,1.644,7.123,5.479,0,2.74,17.26,8.219,18.852,1.644,0,6.575,5.738,4.384,4.932,3.562,1.366,1.644,20.548,11.507,20.219,0,0,8.767,29.235,11.507,17.534,10.137,7.65
1.644,1.37,3.562,5.464,12.055,9.863,7.671,7.104,1.644,4.932,3.562,1.366,12.603,2.74,7.397,3.005,1.37,15.89,7.397,10.383,8.767,1.37,3.288,3.552,3.836,3.562,9.315,0,3.014,15.616,14.247,18.852,0,0,5.479,18.306,18.904,23.014,13.699,12.842
5.479,2.74,4.11,2.186,9.863,6.849,9.589,0,1.644,1.644,4.384,3.279,7.397,2.74,6.575,3.005,3.014,11.507,12.055,1.366,1.644,1.918,0,3.552,0,0,7.945,2.186,0,20,15.616,21.038,0,1.37,6.575,5.191,37.534,19.726,9.315,2.186
9.863,4.658,3.836,6.831,16.438,13.425,6.575,0,1.918,16.438,5.479,1.366,6.849,1.918,5.753,4.918,1.644,13.425,12.877,2.732,7.671,7.671,6.027,3.552,7.397,2.466,13.699,0,1.644,15.616,7.671,12.568,1.644,0,12.877,16.12,20.822,24.384,15.616,20.492
21.37,1.918,4.932,8.47,4.932,14.795,3.562,5.738,8.493,3.288,6.849,14.481,0,2.74,26.575,13.388,11.233,2.74,1.644,0,13.973,0,13.973,6.831,4.384,14.521,6.575,6.557,5.753,4.11,2.192,9.563,3.836,19.726,21.096,13.115,13.699,18.356,2.466,9.29
11.507,0,3.288,2.186,4.384,15.616,1.644,5.738,8.219,3.014,0,3.005,0,7.945,16.712,18.852,9.041,0,0,4.098,6.027,0,1.644,0,0,4.384,6.575,2.186,3.014,8.767,7.397,9.563,1.644,9.315,22.192,17.486,33.425,26.849,12.055,15.847
6.301,4.11,1.644,5.738,7.123,5.205,3.562,4.918,10.411,17.26,13.151,0.273,6.301,1.918,10.411,0,6.301,18.63,11.233,13.388,1.644,6.301,1.918,4.918,6.027,5.205,9.589,0,9.041,14.795,8.767,14.481,0,0,5.753,30.601,26.027,11.781,15.068,4.645
6.027,11.233,3.014,1.366,6.301,9.315,3.562,3.552,4.11,10.411,6.575,3.005,7.945,9.315,6.849,1.366,1.918,9.589,3.288,1.639,7.397,10.685,9.041,1.366,5.479,1.37,6.849,1.366,6.301,10.411,5.753,0,3.562,0,17.534,11.475,1.644,14.247,12.603,17.486
7.397,7.397,4.932,1.093,6.849,13.973,6.301,11.749,16.438,1.644,21.644,0,3.014,9.315,18.904,0,0,7.123,10.411,9.016,0,3.562,20.548,14.208,3.014,6.849,6.575,3.005,8.767,1.644,10.959,5.738,5.479,0,4.384,10.109,20.274,1.644,9.589,12.842
4.932,6.027,1.918,3.825,5.753,0,3.836,1.639,15.616,1.644,18.356,2.186,7.945,9.589,2.466,3.552,0,24.11,9.315,6.557,1.644,1.644,14.521,7.104,0,7.397,0,0,9.315,13.151,10.411,0,3.014,0,11.507,14.481,19.178,9.315,22.466,27.049
13.151,0,8.767,0,0,0,29.589,9.016,0,5.753,0,1.639,1.644,0,10.137,0.273,0,15.89,0,0,0,3.562,6.027,1.366,23.562,18.082,11.781,0,7.945,55.616,7.397,1.913,0,1.644,2.74,13.934,19.726,0,20.274,40.984
0,1.37,2.192,0,0,0,19.726,0,0,11.781,0,5.191,0,3.836,14.247,0,21.918,6.301,0,0,1.37,0,0,0,2.74,6.575,0,0,4.11,0,0,0,2.192,49.041,66.027,15.574,16.712,17.26,22.74,27.596
0,5.753,15.89,0,0,0,5.479,0,0,0,0,0,0,0,0,0,10.137,17.26,0,0,0,1.644,3.562,0,7.397,7.671,0,0,4.384,15.616,3.836,1.639,1.918,5.479,23.288,15.847,23.288,14.247,23.014,11.475
1.37,2.192,6.575,0,0,1.37,6.301,0,0,0,1.37,3.825,3.562,1.37,3.288,0,23.836,19.452,0,0,1.918,14.795,5.479,3.825,1.37,2.74,1.37,0,5.479,11.507,0,1.639,2.74,10.959,24.658,21.858,13.699,18.63,27.671,2.186
3.014,0,42.192,0,0,0,24.932,0,0,9.589,0,1.366,0,0,0,0,11.233,24.384,0,0,0,8.219,5.753,0,3.014,1.918,5.205,0,18.082,34.521,0,2.459,20,0,30.411,46.175,2.466,23.014,23.836,15.027
0,0,8.493,1.913,30.685,8.219,21.37,4.918,21.918,8.219,1.918,0,10.137,11.233,10.137,3.005,20,18.63,0,4.372,0,3.014,7.945,0,4.11,19.178,0,0,48.493,8.493,4.384,0,1.37,0,10.959,7.65,0,10.137,23.836,30.055
0,4.384,4.384,1.366,3.836,1.37,3.836,4.645,1.37,6.575,0,4.645,3.014,3.562,4.384,3.825,6.849,14.247,3.288,1.639,3.288,2.466,7.671,1.913,7.123,0,6.027,2.459,3.562,12.055,1.644,4.372,2.74,1.918,15.89,15.574,4.658,4.11,2.466,19.399
0,6.027,5.479,1.366,3.836,2.74,1.644,1.366,1.37,10.137,1.37,6.284,3.014,3.288,5.753,1.639,7.123,12.603,3.288,0,1.37,0,7.671,2.459,6.575,0,3.288,7.104,0,7.671,2.192,2.732,4.658,2.192,12.329,13.661,3.288,2.74,1.918,21.311
0,6.027,4.11,0,2.466,1.37,3.562,1.366,1.37,6.849,1.37,2.732,3.014,3.288,6.301,3.279,8.219,12.877,4.658,1.366,1.644,2.74,4.658,5.464,5.205,0,3.288,5.191,0,7.397,1.644,4.645,2.74,2.192,13.699,12.022,3.288,4.11,5.479,19.399
3.836,1.918,5.479,3.279,2.74,3.288,4.932,0,1.37,6.301,6.027,8.47,2.192,10.411,4.384,5.738,12.329,9.041,0,2.186,4.11,10.411,2.74,3.552,5.479,14.247,4.384,2.732,9.315,2.192,1.644,13.115,4.658,10.411,19.726,12.568,15.068,5.205,12.055,17.76
0,0,10.685,13.115,0,3.562,0,6.284,7.123,8.493,0,5.464,7.397,4.658,5.205,10.656,15.89,43.014,0,0,4.11,4.11,0,0,0,0,0,2.459,16.712,9.863,0,8.197,9.863,0,24.658,19.399,10.685,10.959,55.068,9.016
0,0,11.781,0,0,7.123,6.027,16.94,10.411,12.329,0,3.825,1.644,2.192,4.384,15.574,13.973,34.247,3.014,0,9.863,0,0,0,1.918,3.562,0,1.913,10.137,10.959,0,3.552,14.521,0,17.26,31.694,13.699,12.877,37.26,15.027
0,7.945,1.37,18.306,0,8.219,4.11,7.377,1.644,6.849,0,9.836,1.644,1.918,0,2.459,14.521,36.712,3.288,0,10.685,8.493,2.74,0,0,0,0,0,0,1.644,0,7.377,13.973,1.918,49.589,10.109,17.534,16.712,42.466,13.388
0,10.137,10.685,29.781,0,7.945,3.288,7.923,6.027,12.329,0,11.202,4.932,12.877,7.397,6.557,14.795,29.315,1.37,0,11.233,12.603,2.192,0,0,1.644,0,0,12.055,1.918,6.301,13.934,17.808,1.918,40,9.563,9.589,13.151,32.329,7.65
0,0,0,30.874,0,11.507,0,1.639,3.836,12.603,0,3.279,3.836,4.384,9.315,0,1.644,10.685,0,3.005,18.082,44.658,8.219,2.186,6.575,2.192,11.233,0,6.027,0,7.123,13.115,0.548,6.849,27.397,7.377,12.329,9.315,39.452,7.104
0,1.918,0,30.328,0,7.945,2.192,3.825,0,12.329,0,1.639,3.562,7.945,7.671,3.005,1.644,11.781,0,1.913,18.356,46.575,13.425,2.459,2.74,0,10.411,0,5.479,3.562,4.658,9.016,0.548,8.767,29.863,7.377,9.863,10.959,37.808,7.65
6.301,5.753,0,18.033,11.781,5.479,0,2.732,0,5.753,0,1.639,3.562,5.753,5.205,0,3.288,0,5.205,0,18.082,22.74,13.699,1.366,9.041,17.534,8.767,0,11.507,4.658,3.836,18.033,1.37,17.808,15.616,7.104,17.26,7.671,28.493,10.656
3.618,9.211,2.961,4.918,0,0,3.289,4.918,4.934,5.263,1.645,6.557,5.263,3.947,2.632,10.492,3.947,2.303,8.224,0.328,8.882,0,1.974,4.262,0,0,0,6.885,1.645,1.645,3.618,9.18,11.184,8.224,4.605,0,4.276,3.289,1.974,5.574
15.89,24.11,10.137,3.005,16.164,1.37,6.301,2.459,11.233,10.959,3.288,13.115,5.479,7.397,2.192,3.005,20.548,26.301,6.849,0,8.767,3.288,4.11,12.842,2.192,10.411,0,10.656,1.37,3.562,3.562,9.016,16.438,6.849,15.89,8.47,8.219,5.479,4.658,7.104
2.192,7.397,10.411,0,13.973,5.205,4.932,2.459,4.658,2.192,3.014,2.732,3.014,14.521,1.37,7.65,7.123,5.479,1.918,3.005,12.329,2.192,3.014,7.104,3.288,20.274,0,30.601,1.37,0,0.274,25.956,16.986,9.315,0.274,10.929,3.288,6.849,2.74,7.923
25.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.032,0,35.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.129,29.032
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.435,15.217,0,10.87,8.696,26.087,0,11.957,0,0,0,0,0,31.522,17.391,0,32.609,15.217,52.174,11.957,15.217
0,0,0,0,0,0,0,11.957,0,0,0,0,0,0,0,8.696,7.609,0,0,0,0,22.826,25,0,0,8.696,11.957,0,5.435,27.174,10.87,0,6.522,28.261,7.609,0,0,43.478,16.304,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.878,0,0,12.195,4.878,56.098,18.699,8.943,0,53.659,0,0,0,0,17.886,0,0,30.081,0,10.569,0,39.024,0,7.317
0,0,0,0,0,0,0,9.783,0,0,5.435,0,0,9.783,0,0,6.522,0,5.435,0,0,48.913,6.522,7.609,9.783,7.609,9.783,0,0,21.739,0,0,9.783,35.87,5.435,0,0,40.217,8.696,6.522
0,0,0,0,0,0,0,14.516,0,0,0,0,0,0,0,0,8.065,0,0,0,0,0,32.258,0,0,0,16.129,0,0,24.194,12.903,0,0,27.419,0,8.065,0,37.097,0,0
0,0,0,0,0,0,0,11.957,0,0,0,0,0,0,0,7.609,0,0,0,0,0,33.696,21.739,0,0,6.522,5.435,0,0,23.913,9.783,0,0,28.261,6.522,0,0,39.13,7.609,5.435
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.129,0,0,0,0,0,0,0,0,0,0,16.129,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4.878,0,0,0,5.691,13.008,5.691,0,0,0,0,0,0,0,0,0,18.699,17.073,13.821,0,0,4.878,8.13,17.073,0,0,26.829,4.878,0,5.691,31.707,17.073,9.756,0,47.967,0,17.073
0,0,0,0,0,0,0,5.435,0,0,0,0,0,0,0,16.304,0,0,0,0,0,19.565,27.174,0,0,7.609,15.217,0,0,40.217,9.783,0,6.522,28.261,6.522,6.522,0,57.609,16.304,0
0,0,0,0,0,0,0,13.043,0,0,0,0,0,0,0,7.609,7.609,0,0,0,0,31.522,21.739,0,0,5.435,6.522,0,0,34.783,10.87,6.522,0,29.348,19.565,0,0,40.217,6.522,0
0,0,0,0,0,0,0,14.13,0,0,0,0,0,0,0,9.783,0,0,0,0,6.522,22.826,14.13,0,0,0,13.043,0,0,41.304,10.87,0,5.435,22.826,0,0,0,36.957,9.783,0
0,0,0,0,0,0,0,15.217,0,0,0,0,0,0,0,13.043,0,0,0,0,0,27.174,23.913,0,0,13.043,14.13,0,0,38.043,8.696,0,7.609,27.174,8.696,5.435,0,41.304,5.435,0
0,0,0,0,0,0,0,6.522,0,0,0,0,0,0,5.435,0,0,0,0,0,10.87,34.783,14.13,0,0,0,17.391,0,0,42.391,23.913,0,0,26.087,0,0,0,44.565,5.435,0
0,0,0,5.435,0,0,0,6.522,0,6.522,0,0,0,16.304,0,5.435,0,0,0,0,13.043,20.652,7.609,0,0,0,8.696,0,0,41.304,0,0,5.435,40.217,5.435,0,0,38.043,0,0
0,0,0,9.677,0,0,0,12.903,0,0,0,0,0,8.065,0,9.677,0,0,0,0,0,0,30.645,0,0,0,16.129,0,0,20.968,0,0,0,32.258,0,0,0,35.484,0,0
0,0,0,8.065,0,0,0,11.29,0,0,0,0,0,8.065,0,9.677,0,0,0,0,0,0,30.645,9.677,0,0,16.129,0,0,30.645,0,0,0,27.419,0,0,0,35.484,0,0
0,0,0,6.504,0,0,0,0,4.878,0,0,0,0,12.195,0,0,4.878,0,0,7.317,4.878,31.707,0,4.878,0,27.642,12.195,0,0,13.008,5.691,0,0,31.707,17.886,8.13,0,15.447,6.504,30.894
0,0,0,0,0,0,0,7.609,0,0,0,0,0,15.217,0,16.304,8.696,0,0,0,0,30.435,17.391,8.696,0,0,5.435,0,0,27.174,0,0,0,22.826,0,5.435,0,32.609,7.609,0
0,0,0,5.691,0,0,0,0,0,0,0,0,0,15.447,0,0,0,4.065,0,0,0,26.016,0,0,0,5.691,20.325,8.13,14.634,0,0,0,9.756,29.268,7.317,0,0,53.659,5.691,27.642
0,0,0,0,0,0,0,5.435,0,0,7.609,0,0,9.783,0,0,5.435,0,0,0,0,20.652,6.522,0,0,0,7.609,0,0,40.217,5.435,0,5.435,28.261,0,0,0,38.043,7.609,6.522
0,0,0,0,0,0,0,7.609,0,0,6.522,0,0,9.783,0,0,14.13,0,0,0,0,23.913,7.609,0,0,0,11.957,0,0,29.348,0,0,6.522,21.739,5.435,0,0,34.783,8.696,0
0,0,0,5.435,0,0,0,8.696,0,0,0,0,0,9.783,0,15.217,14.13,0,0,0,0,22.826,15.217,0,0,0,11.957,0,0,28.261,0,0,6.522,22.826,0,0,0,36.957,8.696,0
0,0,0,0,5.435,0,0,13.043,0,0,0,0,0,0,0,0,6.522,0,11.957,0,0,35.87,7.609,0,0,7.609,11.957,0,0,42.391,13.043,0,0,22.826,0,0,0,47.826,8.696,0
0,0,0,0,0,0,0,8.065,0,0,0,0,0,22.581,0,8.065,0,0,0,0,0,0,25.806,9.677,0,0,14.516,0,0,11.29,0,0,0,30.645,0,0,0,35.484,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5.691,0,0,19.512,0,0,10.569,0,43.089,14.634,8.13,0,49.593,0,6.504,0,0,8.13,0,4.065,25.203,0,13.008,0,25.203,4.065,13.821
0,0,0,0,0,0,0,0,0,3.268,0,0,0,0,0,0,0,0,0,10.458,0,32.68,3.922,0,13.072,53.595,4.575,9.804,0,0,13.725,0,0,66.013,0,35.294,0,0,3.922,3.268
0,10.87,0,0,0,0,0,0,0,0,7.609,0,0,8.696,14.13,5.435,26.087,0,5.435,0,0,28.261,13.043,6.522,0,18.478,0,9.783,0,0,6.522,0,0,9.783,0,14.13,0,20.652,11.957,9.783
4.098,0,6.557,4.098,0,4.098,4.918,9.016,15.574,0,4.098,0,4.098,0,13.934,4.918,0,10.656,8.197,9.016,0,0,18.852,0,4.098,4.918,10.656,7.377,0,17.213,5.738,11.475,0,4.918,5.738,12.295,9.836,0,0,15.574
6.522,0,0,0,0,0,0,5.435,0,0,0,0,0,0,0,15.217,0,5.435,17.391,6.522,7.609,14.13,0,0,6.522,0,16.304,5.435,0,0,0,0,0,5.435,7.609,13.043,0,5.435,13.043,0
0,5.435,0,0,0,16.304,0,8.696,7.609,0,0,0,5.435,5.435,0,0,0,10.87,5.435,0,0,0,9.783,0,0,6.522,7.609,7.609,0,7.609,27.174,0,0,15.217,13.043,0,0,0,0,0
0,0,0,0,0,5.435,0,9.783,7.609,0,0,0,8.696,6.522,0,7.609,0,10.87,5.435,10.87,0,0,8.696,0,0,11.957,0,0,0,0,26.087,5.435,11.957,18.478,15.217,0,0,0,0,0
0,0,0,0,0,4.065,0,0,0,4.878,0,0,0,7.317,0,0,0,0,11.382,0,13.821,52.033,8.943,0,7.317,0,51.22,6.504,0,0,0,0,0,0,28.455,9.756,11.382,10.569,13.821,4.065
